Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,46.880001,48.090000,46.849998,48.020000,46.386822,6699600
2019-04-02,47.950001,48.860001,47.650002,48.490002,46.840836,6120600
2019-04-03,48.900002,49.369999,48.189999,48.410000,46.763554,5678000
2019-04-04,48.110001,48.680000,47.930000,48.450001,46.802197,5199700
2019-04-05,48.400002,48.709999,48.029999,48.369999,46.724915,4610800
2019-04-08,48.160000,48.619999,48.080002,48.540001,46.889133,3526300
2019-04-09,48.189999,48.389999,47.700001,47.900002,46.270905,4418800
2019-04-10,48.000000,48.200001,47.500000,48.110001,46.473759,3792000
2019-04-11,48.330002,48.779999,48.200001,48.439999,46.792534,5130800
2019-04-12,49.169998,49.680000,48.590000,49.259998,47.584648,5335800
2019-04-15,49.259998,49.330002,48.480000,48.590000,46.937435,3804700
2019-04-16,48.740002,49.570000,48.480000,49.509998,47.826141,3136600
2019-04-17,49.689999,50.080002,49.160000,49.840000,48.144920,5182200
2019-04-18,49.820000,49.930000,48.279999,49.349998,47.671585,6679000
2019-04-22,49.169998,49.570000,48.860001,49.240002,47.565331,4534500
2019-04-23,49.380001,49.560001,48.770000,49.540001,47.855129,5886200
2019-04-24,49.299999,49.990002,49.119999,49.840000,48.144920,5492500
2019-04-25,49.639999,50.470001,49.480000,50.209999,48.502338,5425600
2019-04-26,50.270000,50.790001,50.119999,50.730000,49.004650,6828400
2019-04-29,50.770000,51.759998,50.700001,51.299999,49.555264,4976400
2019-04-30,51.189999,51.430000,50.770000,51.200001,49.458668,5217100
2019-05-01,51.070000,51.419998,50.520000,50.680000,48.956352,5977300
2019-05-02,50.750000,51.110001,50.270000,50.540001,48.821114,4497500
2019-05-03,50.660000,51.119999,50.630001,50.970001,49.236488,3775800
2019-05-06,50.290001,51.040001,50.029999,50.790001,49.062607,2854800
2019-05-07,50.180000,50.320000,49.490002,49.820000,48.125599,4211800
2019-05-08,49.779999,49.939999,49.299999,49.330002,47.652267,3321600
2019-05-09,48.779999,49.610001,48.660000,49.500000,47.816486,4827900
2019-05-10,49.180000,50.020000,48.810001,49.860001,48.164238,3631400
2019-05-13,48.939999,49.169998,48.070000,48.230000,46.589676,5807200
2019-05-14,48.000000,48.630001,47.810001,48.040001,46.799126,3726000
2019-05-15,47.580002,47.770000,46.860001,47.590000,46.360748,4005700
2019-05-16,47.840000,48.450001,47.720001,48.189999,46.945251,3638900
2019-05-17,47.740002,48.639999,47.590000,47.880001,46.643257,7093700
2019-05-20,47.889999,48.599998,47.860001,48.340000,47.091377,4101600
2019-05-21,48.509998,48.900002,48.500000,48.779999,47.520008,3254800
